volume,issn,id,type,pages,title,authors,number,url,year,doi
27,1573-7608,10.1007/s10639-022-10992-y,article,9145--9179,Unplugged versus plugged-in: examining basic programming achievement and computational thinking of 6th-grade students,"Elif Polat, Rabia Meryem Yilmaz",7,https://doi.org/10.1007/s10639-022-10992-y,2022,10.1007/s10639-022-10992-y
27,1573-7608,10.1007/s10639-022-10994-w,article,9485--9521,Effects of augmented reality application integration with computational thinking in geometry topics,"Mohd Fadzil Abdul Hanid, Mohd Nihra Haruzuan Mohamad Said, Noraffandy Yahaya, Zaleha Abdullah",7,https://doi.org/10.1007/s10639-022-10994-w,2022,10.1007/s10639-022-10994-w
27,1573-7608,10.1007/s10639-022-11002-x,article,10869--10948,Using Habermas’ construct of rationality to analyze students’ computational thinking: The case of series and vector,Selin Urhan,8,https://doi.org/10.1007/s10639-022-11002-x,2022,10.1007/s10639-022-11002-x
27,1573-7608,10.1007/s10639-022-11019-2,article,9455--9484,A framework for measuring abstraction as a sub-skill of computational thinking in block-based programming environments,"Ünal Çakiroğlu, İsak Çevik",7,https://doi.org/10.1007/s10639-022-11019-2,2022,10.1007/s10639-022-11019-2
27,1573-7608,10.1007/s10639-022-11078-5,article,11689--11713,Computational thinking: early childhood teachers’ and prospective teachers’ preconceptions and self-efficacy,"Canan Avcı, Mine Nur Deniz",8,https://doi.org/10.1007/s10639-022-11078-5,2022,10.1007/s10639-022-11078-5
27,1573-7608,10.1007/s10639-022-11101-9,article,12523--12542,Problem formulation in computational thinking development for nurturing creative problem solvers in primary School,Siu-Cheung Kong,9,https://doi.org/10.1007/s10639-022-11101-9,2022,10.1007/s10639-022-11101-9
27,1573-7608,10.1007/s10639-022-11106-4,article,11565--11590,Accuracy comparison between statistical and computational classifiers applied for predicting student performance in online higher education,Rosa Leonor Ulloa Cazarez,8,https://doi.org/10.1007/s10639-022-11106-4,2022,10.1007/s10639-022-11106-4
27,1573-7608,10.1007/s10639-022-11137-x,article,12969--12997,Assessing young Korean children’s computational thinking: A validation study of two measurements,Jihyun Sung,9,https://doi.org/10.1007/s10639-022-11137-x,2022,10.1007/s10639-022-11137-x
28,1573-7608,10.1007/s10639-022-11181-7,article,193--216,Playing coding games to learn computational thinking: What motivates students to use this tool at home?,"Shuhan Zhang, Gary K. W. Wong, Peter C. F. Chan",1,https://doi.org/10.1007/s10639-022-11181-7,2023,10.1007/s10639-022-11181-7
28,1573-7608,10.1007/s10639-022-11189-z,article,2661--2679,Developing College students’ computational thinking multidimensional test based on Life Story situations,"Chunhua Kang, Na Liu, Yinrui Zhu, Feiming Li, Pingfei Zeng",3,https://doi.org/10.1007/s10639-022-11189-z,2023,10.1007/s10639-022-11189-z
28,1573-7608,10.1007/s10639-022-11325-9,article,3557--3579,A large-scale study based on topic modeling to determine the research interests and trends on computational thinking,"Ozcan Ozyurt, Hacer Ozyurt",3,https://doi.org/10.1007/s10639-022-11325-9,2023,10.1007/s10639-022-11325-9
28,1573-7608,10.1007/s10639-022-11342-8,article,3443--3474,Teacher development in integrated STEM education: Design of lesson plans through the lens of computational thinking,"Filiz Mumcu, Nilüfer Atman Uslu, Bahadır Yıldız",3,https://doi.org/10.1007/s10639-022-11342-8,2023,10.1007/s10639-022-11342-8
28,1573-7608,10.1007/s10639-022-11355-3,article,4309--4333,Examining computational thinking processes in modeling unstructured data,"Shiyan Jiang, Yingxiao Qian, Hengtao Tang, Rabia Yalcinkaya, Carolyn P. Rosé, Jie Chao, William Finzer",4,https://doi.org/10.1007/s10639-022-11355-3,2023,10.1007/s10639-022-11355-3
28,1573-7608,10.1007/s10639-022-11366-0,article,4017--4040,Teaching computational thinking using scenario-based learning tools,"Athanasios Zitouniatis, Fotis Lazarinis, Dimitris Kanellopoulos",4,https://doi.org/10.1007/s10639-022-11366-0,2023,10.1007/s10639-022-11366-0
28,1573-7608,10.1007/s10639-022-11385-x,article,5493--5517,Ingenuity of scratch programming on reflective thinking towards problem solving and computational thinking,"Semirhan Gökçe, Arzu Aydoğan Yenmez",5,https://doi.org/10.1007/s10639-022-11385-x,2023,10.1007/s10639-022-11385-x
28,1573-7608,10.1007/s10639-022-11412-x,article,8855--8878,A validity and reliability study of the formative model for the indicators of STEAM education creations,"Ting-Chia Hsu, Yu-Shan Chang, Mu-Sheng Chen, I.-Fan Tsai, Cheng-Yen Yu",7,https://doi.org/10.1007/s10639-022-11412-x,2023,10.1007/s10639-022-11412-x
28,1573-7608,10.1007/s10639-022-11425-6,article,6115--6139,"How do computational thinking self-efficacy and performance differ according to secondary school students’ profiles? The role of computational identity, academic resilience, and gender",Nilüfer Atman Uslu,5,https://doi.org/10.1007/s10639-022-11425-6,2023,10.1007/s10639-022-11425-6
28,1573-7608,10.1007/s10639-022-11445-2,article,6619--6644,A meta-analysis of the effectiveness of programming teaching in promoting K-12 students’ computational thinking,"Enwei Xu, Wei Wang, Qingxia Wang",6,https://doi.org/10.1007/s10639-022-11445-2,2023,10.1007/s10639-022-11445-2
28,1573-7608,10.1007/s10639-022-11454-1,article,9767--9782,Computational thinking in a bilingual kindergarten classroom: Emergent ideas for teaching across content areas,"Gladys H. Krause, Maggie Vanderberg, Eping E. Hung, Eva Skuratowicz",8,https://doi.org/10.1007/s10639-022-11454-1,2023,10.1007/s10639-022-11454-1
28,1573-7608,10.1007/s10639-022-11462-1,article,6541--6562,Examination of adaptation components in serious games: a systematic review study,"Muharrem Aydin, Hasan Karal, Vasif Nabiyev",6,https://doi.org/10.1007/s10639-022-11462-1,2023,10.1007/s10639-022-11462-1
28,1573-7608,10.1007/s10639-022-11465-y,article,6845--6867,The effect of scaffolding programming games and attitudes towards programming on the development of Computational Thinking,"Christina Tikva, Efthimios Tambouris",6,https://doi.org/10.1007/s10639-022-11465-y,2023,10.1007/s10639-022-11465-y
28,1573-7608,10.1007/s10639-022-11467-w,article,7543--7569,Socioeconomic background influences children’s attitudes and learning in creative programming workshop,"Gabriella Tisza, Panos Markopoulos, Heather King",6,https://doi.org/10.1007/s10639-022-11467-w,2023,10.1007/s10639-022-11467-w
28,1573-7608,10.1007/s10639-022-11505-7,article,7927--7954,"Examining the predictors of TPACK for integrated STEM: Science teaching self-efficacy, computational thinking, and design thinking","Hatice Yildiz Durak, Nilüfer Atman Uslu, Sedef Canbazoğlu Bilici, Bekir Güler",7,https://doi.org/10.1007/s10639-022-11505-7,2023,10.1007/s10639-022-11505-7
28,1573-7608,10.1007/s10639-022-11508-4,article,8051--8073,Assessing computational thinking across a STEM curriculum for pre-service teachers,"Rachel F. Adler, Joseph Hibdon, Hanna Kim, Scott Mayle, Brittany Pines, Sudha Srinivas",7,https://doi.org/10.1007/s10639-022-11508-4,2023,10.1007/s10639-022-11508-4
28,1573-7608,10.1007/s10639-022-11518-2,article,8171--8193,A literature review on the empirical studies of the integration of mathematics and computational thinking,"Lin Lv, Baichang Zhong, Xiaofan Liu",7,https://doi.org/10.1007/s10639-022-11518-2,2023,10.1007/s10639-022-11518-2
28,1573-7608,10.1007/s10639-022-11522-6,article,8975--8997,"Do underprivileged youth find hope, sense of community, and perceived social support in computational participation? A socio-cognitive approach to computational learning","Gary K. W. Wong, Bill Y. P. Tsang, Qiaobing Wu, Xin Zhang",7,https://doi.org/10.1007/s10639-022-11522-6,2023,10.1007/s10639-022-11522-6
28,1573-7608,10.1007/s10639-022-11527-1,article,8135--8152,"The Effects of Socially Shared Regulation of Learning on the Computational Thinking, Motivation, and Engagement in Collaborative Learning by Teaching","Xiaodan Zhou, Chia-Wen Tsai",7,https://doi.org/10.1007/s10639-022-11527-1,2023,10.1007/s10639-022-11527-1
28,1573-7608,10.1007/s10639-022-11542-2,article,9049--9079,Web-based drawing for students with different learning styles and cognitive abilities,"Chung-Hsiang Wang, Ko-Chiu Wu, Wan-Ting Jiang",7,https://doi.org/10.1007/s10639-022-11542-2,2023,10.1007/s10639-022-11542-2
28,1573-7608,10.1007/s10639-022-11565-9,article,9211--9234,Promoting programming education of novice programmers in elementary schools: A contrasting cases approach for learning programming,"Ning Ma, Jinglong Qian, Kaixin Gong, Yao Lu",7,https://doi.org/10.1007/s10639-022-11565-9,2023,10.1007/s10639-022-11565-9
28,1573-7608,10.1007/s10639-023-11583-1,article,10359--10384,Exploring secondary school students’ computational thinking experiences enriched with block-based programming activities: An action research,"Kiraz Bilgic, Berrin Dogusoy",8,https://doi.org/10.1007/s10639-023-11583-1,2023,10.1007/s10639-023-11583-1
28,1573-7608,10.1007/s10639-023-11618-7,article,10885--10902,The influence of art programming courses on design thinking and computational thinking in college art and design students,"Qiang Li, Ze-xue Liu, Peng Wang, Jing-jing Wang, Tian Luo",9,https://doi.org/10.1007/s10639-023-11618-7,2023,10.1007/s10639-023-11618-7
28,1573-7608,10.1007/s10639-023-11625-8,article,10839--10864,Children’s coding experiences in a block-based coding environment: a usability study on code.org,"Kaan Dilmen, Serhat Bahadır Kert, Tuba Uğraş",9,https://doi.org/10.1007/s10639-023-11625-8,2023,10.1007/s10639-023-11625-8
28,1573-7608,10.1007/s10639-023-11629-4,article,10819--10838,Fostering creative thinking skills through computer programming: Explicit or integrated teaching?,"Serkan Şendağ, İlker Yakin, Nuray Gedik",9,https://doi.org/10.1007/s10639-023-11629-4,2023,10.1007/s10639-023-11629-4
28,1573-7608,10.1007/s10639-023-11634-7,article,12293--12318,Effects of interactive unplugged programming activities on computational thinking skills and student engagement in elementary education,"Qi Li, Qiang Jiang, Jyh-Chong Liang, Weiyan Xiong, Yu Liang, Wei Zhao",9,https://doi.org/10.1007/s10639-023-11634-7,2023,10.1007/s10639-023-11634-7
28,1573-7608,10.1007/s10639-023-11642-7,article,11447--11467,Predicting pre-service teachers’ computational thinking skills using machine learning classifiers,"Hao-Yue Jin, Maria Cutumisu",9,https://doi.org/10.1007/s10639-023-11642-7,2023,10.1007/s10639-023-11642-7
28,1573-7608,10.1007/s10639-023-11645-4,article,11027--11050,A bio-inspired computational classifier system for the evaluation of children’s theatrical anxiety at school,"Konstantinos Mastrothanasis, Konstantinos Zervoudakis, Maria Kladaki, Stelios Tsafarakis",9,https://doi.org/10.1007/s10639-023-11645-4,2023,10.1007/s10639-023-11645-4
28,1573-7608,10.1007/s10639-023-11671-2,article,12919--12943,"Effects of the interaction between metacognition teaching and students’ learning achievement on students’ computational thinking, critical thinking, and metacognition in collaborative programming learning","Wei Li, Cheng-Ye Liu, Judy C. R. Tseng",10,https://doi.org/10.1007/s10639-023-11671-2,2023,10.1007/s10639-023-11671-2
28,1573-7608,10.1007/s10639-023-11724-6,article,12969--12995,The effects of pre-service early childhood teachers’ digital literacy and self-efficacy on their perception of AI education for young children,Eun Mee Lim,10,https://doi.org/10.1007/s10639-023-11724-6,2023,10.1007/s10639-023-11724-6
28,1573-7608,10.1007/s10639-023-11777-7,article,14493--14527,Evaluation and development of STEAM teachers’ computational thinking skills: Analysis of multiple influential factors,"Lihui Sun, Xinxin You, Danhua Zhou",11,https://doi.org/10.1007/s10639-023-11777-7,2023,10.1007/s10639-023-11777-7
28,1573-7608,10.1007/s10639-023-11787-5,article,14747--14765,Computational thinking in early childhood is underpinned by sequencing ability and self-regulation: a cross-sectional study,"Hongyu Gao, Weipeng Yang, Yunxiao Jiang",11,https://doi.org/10.1007/s10639-023-11787-5,2023,10.1007/s10639-023-11787-5
28,1573-7608,10.1007/s10639-023-11806-5,article,14987--15009,Educational Robotics: Development of computational thinking in collaborative online learning,"Nurassyl Kerimbayev, Nurdaulet Nurym, Aliya Akramova, Saule Abdykarimova",11,https://doi.org/10.1007/s10639-023-11806-5,2023,10.1007/s10639-023-11806-5
28,1573-7608,10.1007/s10639-023-11807-4,article,14897--14914,Effect of coding learning on the computational thinking of young Chinese children: based on the three-dimensional framework,"Chanjuan Fu, Xiaoxin Hao, Donglin Shi, Lin Wang, Fengji Geng",11,https://doi.org/10.1007/s10639-023-11807-4,2023,10.1007/s10639-023-11807-4
28,1573-7608,10.1007/s10639-023-11843-0,article,16127--16151,Guidelines to develop computational thinking using the Bee-bot robot from the literature,"María José Seckel, Carolina Salinas, Vicenç Font, Gemma Sala-Sebastià",12,https://doi.org/10.1007/s10639-023-11843-0,2023,10.1007/s10639-023-11843-0
29,1573-7608,10.1007/s10639-023-11880-9,article,1761--1793,Amplifying children’s computational problem-solving skills: A hybrid-based design for programming education,Gary K. W. Wong,2,https://doi.org/10.1007/s10639-023-11880-9,2024,10.1007/s10639-023-11880-9
29,1573-7608,10.1007/s10639-023-11918-y,article,2805--2840,Impact of a virtual chemistry lab in chemistry teaching on scientific practices and digital competence for pre-service science teachers,"Yousri Attia Mohamed Abouelenein, Shaimaa Abdul Salam Selim, Mohamed Ali Nagy Elmaadaway",3,https://doi.org/10.1007/s10639-023-11918-y,2024,10.1007/s10639-023-11918-y
29,1573-7608,10.1007/s10639-023-11930-2,article,2741--2765,Promoting students’ higher order thinking in virtual museum contexts: A self-adapted mobile concept mapping-based problem posing approach,"Ying Hu, Gwo-Jen Hwang",3,https://doi.org/10.1007/s10639-023-11930-2,2024,10.1007/s10639-023-11930-2
29,1573-7608,10.1007/s10639-023-11956-6,article,2999--3024,The effect on computational thinking and identified learning aspects: Comparing unplugged smartGames with SRA-Programming with tangible or On-screen output,"Nardie Fanchamps, Emily Gool, Lou Slangen, Paul Hennissen",3,https://doi.org/10.1007/s10639-023-11956-6,2024,10.1007/s10639-023-11956-6
29,1573-7608,10.1007/s10639-023-11974-4,article,3589--3614,Research trends in K-5 computational thinking education: a bibliometric analysis and ideas to move forward,"Gülgün Afacan Adanır, Ibrahim Delen, Yasemin Gulbahar",3,https://doi.org/10.1007/s10639-023-11974-4,2024,10.1007/s10639-023-11974-4
29,1573-7608,10.1007/s10639-023-11975-3,article,4223--4251,The model for middle school students’ computational identity,Hatice Yıldız Durak,4,https://doi.org/10.1007/s10639-023-11975-3,2024,10.1007/s10639-023-11975-3
29,1573-7608,10.1007/s10639-023-11983-3,article,4935--4967,Teaching computational thinking with a tangible development platform: An exploratory field study at school with Kniwwelino,"Lou Schwartz, Valérie Maquil, Laurence Johannsen, Christian Moll, Johannes Hermen",4,https://doi.org/10.1007/s10639-023-11983-3,2024,10.1007/s10639-023-11983-3
29,1573-7608,10.1007/s10639-023-11987-z,article,3615--3635,Reinforcing biology education in schools using smartphones: a post-COVID pandemic study,"Savita Yadav, Pinaki Chakraborty",3,https://doi.org/10.1007/s10639-023-11987-z,2024,10.1007/s10639-023-11987-z
29,1573-7608,10.1007/s10639-023-12022-x,article,5485--5508,The effects of metacognitive scaffolding of project-based learning environments on students’ metacognitive ability and computational thinking,"Cui-Yu Wang, Bao-Lian Gao, Shu-Jie Chen",5,https://doi.org/10.1007/s10639-023-12022-x,2024,10.1007/s10639-023-12022-x
29,1573-7608,10.1007/s10639-023-12029-4,article,6189--6215,"Modeling the structural relationships among Chinese secondary school students’ computational thinking efficacy in learning AI, AI literacy, and approaches to learning AI","Xiao-Fan Lin, Yue Zhou, Weipeng Shen, Guoyu Luo, Xiaoqing Xian, Bo Pang",5,https://doi.org/10.1007/s10639-023-12029-4,2024,10.1007/s10639-023-12029-4
29,1573-7608,10.1007/s10639-023-12037-4,article,6383--6405,The effect of PDCA cycle strategy on pupils’ tangible programming skills and reflective thinking,"Xin Gong, Shufan Yu, Jie Xu, Ailing Qiao, Han Han",5,https://doi.org/10.1007/s10639-023-12037-4,2024,10.1007/s10639-023-12037-4
